URL,Station de service,Ville,Adresse,Coordinates,Energies,Lavage,Paiement,Produits & Services,Services,Club TotalEnergies,Truck,H2 Conversion
https://store.totalenergies.fr/fr_FR/NF058577,SARL DANIEL DIETRICH,SOULTZ,"9 RUE DE GUEBWILLER  , 68360 SOULTZ, FRANCE","47.8980547,7.221802500000001","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, Excellium Grand Froid, AdBlue Truck, ","Lavage à Rouleaux, ","Mobility de TotalEnergies, American Express, Mastercard, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Aral, Eurotrafic, ","AdBlue Truck, ","Toilettes, Lavage à Rouleaux, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014208,SARL SEMERENA GARAGE,ST ETIENNE DE BAIGORRY,"ROUTE DES ALDUDES  , 64430 ST ETIENNE DE BAIGORRY, FRANCE","43.095765,-1.425809","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"Visa, American Express, UTA, Mastercard, Eurotrafic, Carte Jubileo, Mobility de TotalEnergies, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014221,M. IELPO NICOLA,MUNCQ NIEURLET,"RUE DE LA MAIRIE 1 , 62890 MUNCQ NIEURLET, FRANCE","50.8492593,2.1139496","Excellium Diesel, Excellium 98, SP 95, ",,"Eurotrafic, Carte Jubileo, Mastercard, Visa, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014233,RELAI ROUTIER ET TERNISIEN,HUMIERES,"6 ROUTE NATIONALE  , 62130 HUMIERES, FRANCE","50.39089509999999,2.2024806","Excellium 98, SP 95, ",,"Eurotrafic, Carte Jubileo, Mastercard, Visa, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014235,SARL HANNOY HENRI PERE ET FILS,HENIN BEAUMONT,"108 BD CHARLES FONTAINE  , 62110 HENIN BEAUMONT, FRANCE","50.3918192,2.9670203","Excellium 98, SP 95, ",,"Mastercard, Eurotrafic, Visa, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014260,RABAT,GRAVELINES,"RUE DES ISLANDAIS  , 59820 GRAVELINES, FRANCE","50.9875801,2.1229764","SP 95, Excellium 98, ",,"Eurotrafic, Mastercard, Visa, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014292,SNC LA CIGALE,CADEN,"LE BOURG  , 56220 CADEN, FRANCE","47.6307509,-2.285521","Excellium 98, SP 95, Diesel, Fioul Premier, ",,"Aral, American Express, UTA, Mastercard, Eurotrafic, Visa, Carte Jubileo, Mobility de TotalEnergies, MOL, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015566,SARL VIGROUX,VILLEFRANCHE DE PANAT,"AVENUE ALRANCE 7 , 12430 VILLEFRANCHE DE PANAT, FRANCE","44.08735919999999,2.7048381","Excellium 98, SP 95, ",,"Mastercard, Carte Jubileo, Mobility de TotalEnergies, Eurotrafic, Visa, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015574,LA TABATIERE,VALENCE SUR BAISE,"ROUTE D AUCH  , 32310 VALENCE SUR BAISE, FRANCE","43.882743,0.38123","Excellium 98, SP 95, ",,"Visa, Mobility de TotalEnergies, Mastercard, Eurotrafic, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015580,GARAGE RATS,SAINT EPAIN,"LA BOUE  , 37800 SAINT EPAIN, FRANCE","47.144626,0.53659","SP 95, Excellium 98, ",,"Visa, Mobility de TotalEnergies, Mastercard, Eurotrafic, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015584,SARL LAGORSE DENIS,CRESSENSAC,"LE BOURG  , 46600 CRESSENSAC, FRANCE","45.0204675,1.5213207","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015586,GARAGE ST GEORGES,ST GEORGES DE GREHAIGNE,"LE BAS ST GEORGES  , 35610 ST GEORGES DE GREHAIGNE, FRANCE","48.5702814,-1.545284","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015594,GARAGE DU POULAIN,POULAINES,"ROUTE DE VATAN  , 36210 POULAINES, FRANCE","47.1427416,1.6724676","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"Mobility de TotalEnergies, American Express, UTA, Mastercard, Eurotrafic, Visa, Carte Jubileo, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015598,SARL BARRAT SABOURIN,ST PIERRE DE MAILLE,"AV CHARLES DE GAULLE 38 , 86260 ST PIERRE DE MAILLE, FRANCE","46.678446,0.8420369999999999","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015611,SAS DU CANAL,DAMAZAN,"BASSIN DU CANAL  , 47160 DAMAZAN, FRANCE","44.2905,0.276419","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"Mastercard, Carte Jubileo, Mobility de TotalEnergies, American Express, UTA, Eurotrafic, Visa, MOL, Aral, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015615,L.S.C. MOTOR,ST SERNIN SUR RANCE,"ROUTE D'ALBI  , 12380 ST SERNIN SUR RANCE, FRANCE","43.8868377,2.6021876","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"Mobility de TotalEnergies, American Express, UTA, Mastercard, Eurotrafic, Visa, Carte Jubileo, Aral, DKV, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015617,M. DELCAYRE REMI,ST JEAN DE VERGES,"AVENUE DES ECOLIERS 25 , 09000 ST JEAN DE VERGES, FRANCE","43.0184819,1.610561","Excellium 98, SP 95, ",,"Mastercard, Visa, Mobility de TotalEnergies, Eurotrafic, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015620,SARL CARRIERE ET FILS,CASTRES,"256 AV. D'ALBI  , 81100 CASTRES, FRANCE","43.6310298,2.2274609","Excellium 98, SP 95, ",,"Eurotrafic, Mobility de TotalEnergies, Mastercard, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015622,C.P.A TOURNON,TOURNON D AGENAIS,"LE BOURG  , 47370 TOURNON D AGENAIS, FRANCE","44.4071003,1.0546206","Diesel, SP 95, Excellium Diesel, ",,"Aral, Visa, Mobility de TotalEnergies, American Express, UTA, Mastercard, Eurotrafic, Carte Jubileo, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015624,SARL CAMART DIDIER,CALLAC,"ROUTE DE PERROS  , 22160 CALLAC, FRANCE","48.4096275,-3.4397456","SP 95, Excellium 98, Diesel, Fioul Premier, ",,"UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, MOL, Aral, Mobility de TotalEnergies, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015626,GARAGE CAZAL,MONTSALVY,"LE BOURG  , 15120 MONTSALVY, FRANCE","44.7291999,2.5422062","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015632,TOTALENERGIES CONTACT,FLEURY,"AV. PIERRE BROSSOLETTE 167 , 11560 FLEURY, FRANCE","43.1716546,3.1815421","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"Mobility de TotalEnergies, American Express, UTA, Mastercard, Eurotrafic, Visa, Carte Jubileo, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF030147,MR LE BRIS PHILIPPE,GRAND CHAMP,"RUE DU GAL DE GAULLE 31 , 56390 GRAND CHAMP, FRANCE","47.7592519,-2.8488532","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF030180,SAS LE RELAIS BOULANGER,VERFEIL,"2. ROUTE DE LAVAUR  , 31590 VERFEIL, FRANCE","43.64665420000001,1.5685493","Excellium 98, Excellium Diesel, Diesel, SP95 e10, ",,"Mobility de TotalEnergies, MOL, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Aral, ",,"Wifi, ","Assistance Club 30 Jours, Jauge Cadeau, Club Truck, Carte Club acceptée, Cagnotte TotalEnergies, Adhésion station, ",,
https://store.totalenergies.fr/fr_FR/NF030230,M DIGIACOMI ANGE-NOEL,SARTENE,"STATION TOTAL PLACE ST DAMIEN  , 20100 SARTENE, FRANCE","41.6187244,8.967992299999999","SP 95, Excellium Diesel, Diesel, Fioul Premier, ",,"Aral, UTA, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Mobility de TotalEnergies, MOL, ",,"AdBlue bidon, ","Assistance Club 30 Jours, Jauge Cadeau, Club Truck, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF030339,SAS SELECT AUTO,BAZET,"ROUTE DEPARTEMENTALE 935 21 , 65460 BAZET, FRANCE","43.290152,0.075416","GNR, Excellium 98, Excellium Diesel, Diesel, SP95 e10, ",,"Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Mobility de TotalEnergies, MOL, Aral, ",,"Boutique, Baie de maintenance, Toilettes, AdBlue bidon, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF030357,EURL TF DISTRIBUTION,LE POUZIN,"Avenue du Soleil 160 , 07250 LE POUZIN, FRANCE","44.7459394,4.7449709","Excellium Grand Froid, Excellium Diesel, Diesel, SP 95, ","Lavage à Rouleaux, ","Mobility de TotalEnergies, American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, MOL, Aral, ",,"Baie de maintenance, Boutique, Lavage à Rouleaux, Toilettes, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF030432,RELAIS DE LANN BIHOUE,PLOEMEUR,"15, ROUTE DU FORT BLOQUE  , 56270 PLOEMEUR, FRANCE","47.738197,-3.4431039","SP95 e10, Excellium 98, Excellium Diesel, Diesel, ","Aspirateur, Lavage à Rouleaux, ","Mobility de TotalEnergies, MOL, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Carte Wash, Aral, ",,"Toilettes, Justbip, Baie de maintenance, Espace Pro, Lavage à Rouleaux, Gonflage, AdBlue bidon, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF030603,SAS G2C AUTO.,ST JEAN DE BEUGNE,"72 ROUTE DEPARTEMENTALE 137  , 85210 ST JEAN DE BEUGNE, FRANCE","46.5228982,-1.0833778","Excellium 98, Excellium Diesel, Diesel, SP95 e10, ",,"Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Mobility de TotalEnergies, MOL, Aral, ",,"Boutique, Baie de maintenance, Toilettes, AdBlue bidon, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF016749,GARAGE DEBAR,SAINT MASMES,"RUE ST MAUR DES FOSSES 5 , 51490 SAINT MASMES, FRANCE","49.3128907,4.265531300000001","Excellium Diesel, Diesel, SP 95, ",,"Aral, MOL, American Express, Mastercard, Eurotrafic, UTA, Visa, Carte Jubileo, ",,,,,
https://store.totalenergies.fr/fr_FR/NF058680,RELAIS DE CHILLY,CHILLY MAZARIN,"32 AV. PIERRE BROSSOLETTE  , 91380 CHILLY MAZARIN, FRANCE","48.701868,2.320268","Super Ethanol e85, Excellium 98, Diesel, SP95 e10, Excellium Diesel, ","Lavage Haute Pression, Aspirateur, ","MOL, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Carte Wash, Aral, Mobility de TotalEnergies, ",,"Café, Espace Pro, Toilettes, Justbip, Gonflage, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF058707,RELAIS DE DRANCY,DRANCY,"35-39 AVENUE HENRI BARBUSSE  , 93700 DRANCY, FRANCE","48.9163854,2.4436816","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Lavage Haute Pression, Aspirateur, Lavage à Rouleaux, ","MOL, Aral, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Carte Wash, Mobility de TotalEnergies, ",,"Amazon Locker, Espace Pro, Café, Lavage à Rouleaux, Justbip, Gonflage, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF058715,RELAIS CRONENBOURG,STRASBOURG,"142 ROUTE D'OBERHAUSBERGEN  , 67200 STRASBOURG, FRANCE","48.5955291,7.709450699999999","Super Ethanol e85, Excellium 98, Excellium Diesel, GPL, SP95 e10, Diesel B10, Excellium Grand Froid, ","Aspirateur, Lavage à Rouleaux, ","Mobility de TotalEnergies, American Express, Mastercard, Visa, Carte Club TotalEnergies, Aral, Eurotrafic, Carte Jubileo, MOL, ",,"Café, Boutique, Lavage à Rouleaux, Justbip, Gonflage, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF058742,REL. LES TILLEULS,CHATOU,"133 AV DU MARECHAL FOCH  , 78400 CHATOU, FRANCE","48.8917985,2.1445302","Super Ethanol e85, Borne AC43/DC50 kW, Excellium Diesel, Excellium 98, Diesel, SP95 e10, ","Lavage Haute Pression, Aspirateur, Lavage à Rouleaux, ","MOL, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Carte Wash, Aral, Mobility de TotalEnergies, ",,"Boutique, Espace Pro, Café, Lavage à Rouleaux, Toilettes, Justbip, Gonflage, Wifi, ","Assistance Club 30 Jours, Club Truck, Jauge Cadeau, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF058781,RELAIS DE VITRY,VITRY SUR SEINE,"34 AV HENRI BARBUSSE  , 94400 VITRY SUR SEINE, FRANCE","48.7929946,2.3905489","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Lavage à Rouleaux, Aspirateur, ","Mastercard, MOL, Mobility de TotalEnergies, American Express, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Carte Wash, Aral, ",,"Lavage à Rouleaux, Amazon Locker, Boutique, Justbip, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF058787,RELAIS PONT-BERTIN,LA CHAPELLE D ARMENTIERES,"350 ROUTE NATIONALE RD933  , 59930 LA CHAPELLE D ARMENTIERES, FRANCE","50.6722459,2.8969788","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Lavage à Rouleaux, Lavage Haute Pression, Aspirateur, ","American Express, Mobility de TotalEnergies, MOL, Carte Wash, Aral, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, ",,"Lavage à Rouleaux, Café, FDJ, Amazon Locker, Justbip, Gonflage, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF058802,RELAIS BONNEQUINS,GENNEVILLIERS,"37 AVENUE LUCIEN LANTERNIER  , 92230 GENNEVILLIERS, FRANCE","48.9318153,2.2901351","Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Lavage Haute Pression, Aspirateur, Lavage à Rouleaux, ","MOL, American Express, Mastercard, Eurotrafic, Visa, Carte Jubileo, Carte Club TotalEnergies, Carte Wash, Aral, Mobility de TotalEnergies, ",,"Amazon Locker, Baie de maintenance, Boutique, Lavage à Rouleaux, Café, Justbip, Gonflage, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF058868,RELAIS DES CORDIERS,ORSAY,"15-17 RUE ARCHANGE  , 91400 ORSAY, FRANCE","48.6973219,2.1858958","Excellium 98, Excellium Diesel, Super Ethanol e85, SP95 e10, Diesel B10, ",,"American Express, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, MOL, Mobility de TotalEnergies, Aral, ",,"Justbip, Gonflage, ","Club Truck, Assistance Club 30 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Carte Club acceptée, Adhésion station, ",,
https://store.totalenergies.fr/fr_FR/NF058903,RELAIS DE DORNACH,MULHOUSE,"35 AVENUE FRANCOIS MITTERRAND  , 68200 MULHOUSE, FRANCE","47.7408978,7.3064584","Excellium Grand Froid, Excellium 98, Excellium Diesel, Diesel, Super Ethanol e85, SP95 e10, ","Aspirateur, Lavage à Rouleaux, ","Mobility de TotalEnergies, American Express, Mastercard, Eurotrafic, Visa, Carte Club TotalEnergies, MOL, Aral, Carte Jubileo, ",,"Café, Amazon Locker, Lavage à Rouleaux, Justbip, Gonflage, Baie de maintenance, ","Assistance Club 10 Jours, Jauge Cadeau, Cagnotte TotalEnergies, Adhésion station, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014296,GARAGE FIGUEIREDO,COUSANCES LES FORGES,"51 RUE DE COUSANCES  , 55170 COUSANCES LES FORGES, FRANCE","48.6170807,5.079220100000001","Excellium 98, SP 95, Diesel, Fioul Premier, ",,"Aral, American Express, UTA, Mastercard, Eurotrafic, Visa, Carte Jubileo, Mobility de TotalEnergies, MOL, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014307,SARL BETTON,OISSEAU,"RUE AMBROISE DE L 'ORE 17 , 53300 OISSEAU, FRANCE","48.352033,-0.669805","Excellium 98, SP 95, ",,"Visa, Mastercard, Eurotrafic, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014322,GARAGE SANREY ERIC,VAUX SOUS AUBIGNY,"AVENUE DE CHAMPAGNE 14 , 52190 VAUX SOUS AUBIGNY, FRANCE","47.6581569,5.2904353","Excellium 98, SP 95, ",,"Mastercard, Eurotrafic, Visa, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014330,CSV AUTOMOBILES,CONDE SUR VIRE,"LE BOURG  , 50890 CONDE SUR VIRE, FRANCE","49.034625,-1.060959","Excellium 98, SP 95, ",,"Mastercard, Eurotrafic, Visa, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014332,GARAGE CHARUEL,MOYON,"10, LA RUE NEUVE  , 50860 MOYON, FRANCE","49.001222,-1.1131693","Excellium 98, SP 95, ",,"Mastercard, Eurotrafic, Visa, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014334,PESNELLE BERTRAND,ANNEVILLE EN SAIRE,"LE BOURG  , 50760 ANNEVILLE EN SAIRE, FRANCE","49.636481,-1.2866642","Excellium 98, SP 95, ",,"Mastercard, Eurotrafic, Visa, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014348,LECOUEY SERGE,SAINT PIERRE EGLISE,"106 RUE DU GAL DE GAULLE  , 50330 SAINT PIERRE EGLISE, FRANCE","49.6669472,-1.4007214","Excellium 98, SP 95, ",,"Visa, Mastercard, Eurotrafic, Carte Jubileo, Mobility de TotalEnergies, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF014381,SAUTEJEAU GARAGE,BEGROLLES EN MAUGES,"ROND POINT DU MOULIN DES LANDES  , 49122 BEGROLLES EN MAUGES, FRANCE","47.1297033,-0.9400825","Excellium 98, SP 95, ",,"Eurotrafic, Carte Jubileo, Mobility de TotalEnergies, Mastercard, Visa, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015652,SEMUSSAC,SEMUSSAC,"25 RUE DE DIDONNE  , 17120 SEMUSSAC, FRANCE","45.60278659999999,-0.9116564999999999","Diesel, Fioul Premier, SP 95, Excellium 98, ",,"Aral, Mastercard, Visa, Mobility de TotalEnergies, American Express, UTA, Eurotrafic, Carte Jubileo, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015654,EURL GARAGE DESREUMAUX,BERNAVILLE,"115 ROUTE NATIONALE  , 80370 BERNAVILLE, FRANCE","50.135901,2.1578346","Diesel, Fioul Premier, SP 95, Excellium 98, ",,"American Express, UTA, Eurotrafic, Mobility de TotalEnergies, Mastercard, Visa, Carte Jubileo, MOL, Aral, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015658,SARL GROSBOIS,CHAMPIGNE,"ROUTE DU STADE  , 49330 CHAMPIGNE, FRANCE","47.6590493,-0.5741386","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"Mastercard, Carte Jubileo, Mobility de TotalEnergies, American Express, UTA, Eurotrafic, Visa, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015665,GARAGE MODERNE,ROSNY S/BOIS,"116 BIS AVE KENNEDY  , 93110 ROSNY S/BOIS, FRANCE","48.879956,2.4928448","Excellium 98, SP 95, ",,"Visa, Mobility de TotalEnergies, Mastercard, Eurotrafic, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015667,BUXY AUTOMOBILES,BUXY,"RUE DES CORDIERS  , 71390 BUXY, FRANCE","46.714662,4.697572","Excellium 98, SP 95, Diesel, ",,"Mastercard, Mobility de TotalEnergies, American Express, UTA, Eurotrafic, Visa, Carte Jubileo, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015673,GARAGE LALOS,LE RIBAY,"RUE NATIONALE  , 53640 LE RIBAY, FRANCE","48.3838958,-0.4087026","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015677,AUTOMOBILES DU GOLF SARL,SERIGNY,"RTE DE NOGENT  , 61130 SERIGNY, FRANCE","48.3739003,0.571726","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"American Express, UTA, Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015685,MASCARIN,LE TEMPLE SUR LOT,"STATION TOTAL  , 47110 LE TEMPLE SUR LOT, FRANCE","44.379765,0.52447","Excellium Diesel, Diesel, GNR, Fioul Premier, SP95 e10, Excellium 98, SP 95, ",,"American Express, UTA, Visa, Mobility de TotalEnergies, Mastercard, Eurotrafic, Carte Jubileo, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015700,SARL GARAGE CRESPO,ST GENIEZ D'OLT,"AVE D'ESPALLION  , 12130 ST GENIEZ D'OLT, FRANCE","44.4607132,2.9667166","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015708,SARL BORDAS,NEUVIC,"ROUTE D'USSEL  , 19160 NEUVIC, FRANCE","45.3896352,2.2732946","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"American Express, UTA, Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, MOL, Aral, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015714,SARL GARAGE BELBES,MONFLANQUIN,"ROUTE DE VILLENEUVE  , 47150 MONFLANQUIN, FRANCE","44.532748,0.767717","Excellium 98, SP 95, ",,"Mobility de TotalEnergies, Mastercard, Eurotrafic, Visa, Carte Jubileo, ",,,"Assistance Club 10 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF015718,ME FORT SANDRA,YCHOUX,"1 RUE BREMONTIER  , 40160 YCHOUX, FRANCE","44.3273442,-0.9440333000000001","Diesel, Fioul Premier, Excellium 98, SP 95, ",,"Mobility de TotalEnergies, American Express, UTA, Mastercard, Eurotrafic, Visa, Carte Jubileo, Aral, MOL, ",,,"Assistance Club 30 Jours, Carte Club acceptée, ",,
https://store.totalenergies.fr/fr_FR/NF033069,SARL THIERRY CLOTTE,BRICQUEBEC,"41 BIS RUE DES FRERES FREMINE  , 50260 BRICQUEBEC, FRANCE","49.47325619999999,-1.6280962","Excellium 98, Excellium Diesel, Diesel, SP95 e10, ",,"Mobility de TotalEnergies, MOL, Visa, Carte Jubileo, Carte Club TotalEnergies, Mastercard, Eurotrafic, American Express, Aral, ",,"Toilettes, Boutique, Baie de maintenance, Wifi, ","Assistance Club 30 Jours, Club Truck, Cagnotte TotalEnergies, Adhésion station, Jauge Cadeau, Carte Club acceptée, ",,
